Jam,Tanggal,Bulan,Tahun,Username,Caption,Link,Like,Komentar,jenisPostingan
11,7,5,2021,shopee_id, PROMO SPESIAL HARI INI   Sobat Shopee HARI INI kamu bisa belanja dan dapetin berbagai macam PROMO spesial  Kamu bisa mendapatkan PROMO Gratis Ongkir seIndonesia dari JT Express serta Diskon Spesial dari Visa dan Permata Bank Mantap banget kan  Geser ke kiri untuk informasi lebih lanjut atau langsung aja check di sini  shopeecoidmbigramadansale   Komen MAU kalau kamu mau dapetin PROMO tambahan dari Shopee ShopeeID,https://www.instagram.com/p/COjrtn3hZyZ,6926,364,Others
10,7,5,2021,shopee_id,Sobat Shopee Orang yang pantas kamu pertahanin dalam hidup adalah orang yang mau menerima kamu apa adanya tanpa kata tapi  Wah setuju banget gak sih sama kutipan dari Mas Al di atas Menurut Shopee sih itu benarbenar definisi dari cinta yang tulus banget dari lubuk hati yang terdalam serta apa adanya Jadi terharu   Yuk yang setuju langsung aja TAP 2X dan TAG satu orang teman kamu  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COjoW-rhklz,10197,210,Others
9,7,5,2021,shopee_id, PROMO FASHION MUSLIM   Hai Sobat Shopee HARI INI di ShopeeBigRamadanSale ada Fashion Muslim Day  Kamu bisa belanja produk fashion idaman kamu dengan Diskon sd 90 Mantap banget kan Makin lengkap karena masih banyak promo menarik lainnya mulai dari Goyang Berkah 10M hingga Murah Lebay  Langsung aja cek infonya dan mulai belanja di sini  shopeecoidmbigramadansale   Komen MAU buat kamu yang mau dapetin promo tambahan dari Shopee ShopeeID ShopeeBigRamadanSale,https://www.instagram.com/p/COjgEG0prkM,4373,254,Others
17,6,5,2021,shopee_id,Yuhuu Sobat Shopee Ada pilihan menu buka puasa nih buat kamu nanti  Kali ini menunya dari berbagai negara lho Kamu pilih yang mana nih Sushi  Pizza  atau Nasi Padang  Yuk langsung aja TAP 2X dan tulis pilihan kamu di kolom komentar ya  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COhznGBhfbi,10232,3575,Others
16,6,5,2021,shopee_id, LOCAL SPACE MUSLIM FEST   Yuhuu Sobat Shopee Jangan lewatkan Shopee Local Space Muslim Fest mulai tanggal 68 Mei hanya di Shopee  Kamu bisa belanja produk fashion muslim lokal favorit kamu dan dapatkan Diskon sd 70 dari 100 brand lokal ternama  Jangan lewatkan juga Ngabuburit Deals mulai pukul 16001800 WIB Tunggu apa lagi mulai belanja dan nikmati promonya di sini  shopeecoidmshopeelocalspacemuslim  Komen MAU kalau kamu mau dapetin promo tambahan dari Shopee  ShopeeID,https://www.instagram.com/p/COhvFZmBI_Y,4407,263,Others
14,6,5,2021,shopee_id, SHOPEE BEDUG HARI 9   Sobat Shopee sekarang saatnya untuk ShopeeBedug alias Shopee Berbagi Emas Dan Uang  Shopee yakin banget kamu pasti mau dong dapetin hadiah Uang Tunai langsung dari Shopee  Yuk langsung aja ikutan kuis ini dengan menjawab pertanyaan di atas Gampang banget dong  Jangan lupa juga ya untuk memenuhi beberapa syarat sebagai berikut 1 FOLLOW Instagram shopee_id 2 LIKE postingan ini 3 Tulis jawaban kamu di kolom komentar 4 Periode ShopeeBedug berlangsung hingga 28 April  11 Mei 2021 5 Satu orang akan kami pilih secara acak untuk menjadi pemenang dan memenangkan Uang Tunai senilai 900RB 6 ShopeeBedug akan diumumkan pada tanggal 16 Mei 2021  Yuk langsung aja tulis jawaban kamu di kolom komentar  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COhbgLSBIDL,22375,24063,Others
13,6,5,2021,shopee_id,Sobat Shopee Siapa nih yang udah gak sabar sama produk terbaru dari Poco satu ini  Mulai HARI INI Poco X3 Pro The Beast udah bisa kamu dapetin eksklusif hanya di Shopee  Jangan sampai ketinggalan Exclusive Launch Eventnya di sini  shopeecoidmxiaomipocox3pro  Komen MANTAP kalo kamu mau smartphone Poco X3 Pro ShopeeID,https://www.instagram.com/p/COhUnjyhl0W,7807,2409,Others
12,6,5,2021,shopee_id,Sobat Shopee Waktunya kamu untuk pilih KOMBO HADIAH edisi bulan Mei  Cantikcantik banget kan warna dari HP dan kamera yang udah Shopee siapin buat kamu Nah kamu mau pilih kombo yang mana nih A B atau C  Yuk kalau gitu langsung jawab aja TAP 2X dan tulis pilihan kamu di kolom komentar Siapsiap kombo hadiah pilihan kamu besok meluncur ke rumah kamu  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COhPQs0B25W,33238,31702,Others
11,6,5,2021,shopee_id, PROMO HOBI DAN OLAHRAGA   Hai Sobat Shopee HARI INI di Shopee Big Ramadan Ekstra Sale ada Hobby  Sport Day  Kamu bisa belanja barang idaman kamu dengan Potongan Harga Spesial Mantap banget kan Makin lengkap karena masih banyak promo menarik lainnya mulai dari Goyang Berkah 10M hingga Murah Lebay  Langsung aja cek infonya dan mulai belanja di sini  shopeecoidmbigramadansale   Komen SIAP buat kamu yang siap dapetin banyak promo dari Shopee ShopeeID ShopeeBigRamadanSale,https://www.instagram.com/p/COhKYRkhjAy,3979,186,Others
10,6,5,2021,shopee_id,Hai Sobat Shopee Shopee bekerjasama dengan Bapak gibran_rakabuming Wali Kota Surakarta untuk mencetak total 10000 eksportir baru dari para pelaku UMKM Solo pada akhir tahun ini Sekaligus menjadikan Solo sebagai cetak biru blueprint atau kota percontohan pendidikan Ekspor UMKM pertama Bangga banget ya Sobat Shopee Yuk tonton video selengkapnya di YouTube Shopee Indonesia  Yuk TAP 2x kalo kamu mendukung program ShopeeBersamaUMKM ini MajuBersama ShopeeID,https://www.instagram.com/p/COhGimEpWP_,3527,84,Others
10,6,5,2021,shopee_id,Sobat Shopee Kamu setuju gak nih sama kutipan dari Mas Al  Andin di atas  Kita harus bisa belajar untuk mengikhlaskan masa lalu dan juga belajar untuk mempercayai masa depan sekalipun kita tidak tahu apa yang akan terjadi  Aduh setuju banget ya sama kutipan manisnya dari Mas Al  Andin jadi baper deh   Yuk TAP 2X dan tag satu teman kamu kalau kamu setuju banget  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COhAd3whjNB,11131,219,Others
9,6,5,2021,shopee_id,Terus sambung silaturahmi dengan ShopeePilihLokal di HariBanggaBuatanIndonesia  Rayakan kekayaan bangsa dengan mendukung Produk Nasional Nusantara kebanggaan Indonesia Di Shopee semua pasti ada Yuk cek selengkapnya disini httpsshopeecoidmshopeepilihlokal  BanggaBuatanIndonesia HBBI HariBanggaBuatanIndonesia 0505 GratisOngkosKirim GratisOngkir PejuangUMKM BelanjaUntukNegeri GratisOngkirNasional,https://www.instagram.com/p/COg5NDTpO-j,3512,90,Others
18,5,5,2021,shopee_id, LATE NIGHT SALE SPESIAL   Yuhuu Sobat Shopee Masih semangat dong buat belanja HARI INI Jangan lewatkan LATE NIGHT SALE mulai pukul 2100  2400 WIB hanya di Shopee Kamu bisa dapatkan EKSTRA 3 Gratis Ongkir Rp0  FLASH SALE SERBA SERIBU Catat jamnya dan jangan sampai kelewatan promo menarik ini ya Informasi lebih lanjut cek di sini  shopeecoidbigramadanekstrasale  Komen MAU kalau kamu mau dapetin promo EKSTRA ShopeeID ShopeeBigRamadanSale,https://www.instagram.com/p/COfYh3vh7vJ,7058,634,Others
16,5,5,2021,shopee_id, HARI BANGGA BUATAN INDONESIA   Sobat Shopee HARI INI di ShopeePilihLokal ada 0505 HariBanggaBuatanIndonesia  Kamu bisa beli berbagai produk lokal ternama mulai dari Roughneck Button Scarves Wardah Bio Beauty LabThis is April dan produk lokal lainnya serta dapatkan banyak PROMO menarik  Mulai dari Diskon sd 80  Voucher 50 dan juga Gratis Ongkir Mantap banget kan Langsung aja mulai belanja di sini  shopeecoidmshopeepilihlokal  Komen MANTAP kalau kamu siap belanja dan mau dapetin banyak promo dari Shopee  ShopeeID BanggaBuatanIndonesia HBBI HariBanggaBuatanIndonesia 0505 GratisOngkosKirim GratisOngkir PejuangUMKM BelanjaUntukNegeri GratisOngkirNasional,https://www.instagram.com/p/COfEa7Nh1D6,4530,184,Others
15,5,5,2021,shopee_id,Yuhuu Sobat Shopee Ada pilihan minuman untuk kamu berbuka nanti nih Wah seger ya tapi tetap harus tahan dong pastinya sampai berbuka nanti  Kamu kalau disuruh pilih satu minuman pilih yang mana nih  Langsung aja tulis jawaban kamu di kolom komentar ya Semangat puasanya Sobat Shopee  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COe9phGBrAo,8420,1718,Others
14,5,5,2021,shopee_id,Yuhuuu Sobat Shopee Kembali lagi dengan Sesi Puncak dari Shopee LIVE Big Ramadan Festival HARI INI akan BANJIR MEGA BINTANG  Bakalan ada GISEL  TOKO MAMA GIGI yang akan bagibagi DISKON cetar banget buat kamu Kamu bisa belanja bareng seleb ternama dan dapatkan DOUBLE DISKON 50  50 lho Pokoknya SPESIAL HARI INI akan ada DISKON SEHARIAN untukmu Jangan sampai kelewatan untuk informasi lebih lanjut cek di sini  shopeecoidmshopeelivebrssellerpeakday  Komen  kalau kamu mau dapetin promo tambahan ShopeeID,https://www.instagram.com/p/COe6NKyBjOn,6044,242,Others
12,5,5,2021,shopee_id, SHOPEE BEDUG HARI 8   Sobat Shopee sekarang saatnya untuk ShopeeBedug alias Shopee Berbagi Emas Dan Uang  Shopee yakin banget kamu pasti mau dong dapetin hadiah Uang Tunai langsung dari Shopee  Yuk langsung aja ikutan kuis ini dengan menjawab pertanyaan di atas Gampang banget dong  Jangan lupa juga ya untuk memenuhi beberapa syarat sebagai berikut 1 FOLLOW Instagram shopee_id 2 LIKE postingan ini 3 Tulis jawaban kamu di kolom komentar 4 Periode ShopeeBedug berlangsung hingga 28 April  11 Mei 2021 5 Satu orang akan kami pilih secara acak untuk menjadi pemenang dan memenangkan Uang Tunai senilai 800RB 6 ShopeeBedug akan diumumkan pada tanggal 16 Mei 2021  Yuk langsung aja tulis jawaban kamu di kolom komentar  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COeuv5FJmER,20864,18127,Others
11,5,5,2021,shopee_id, JAMBORE SPESIAL PROMO PUNCAK   Yuhuu Sobat Shopee Spesial HARI INI kamu bisa belanja di Jam Belanja Hore dan nikmati EKSTRA 3 Gratis Ongkir Rp0 Murah Lebay termurah di Shopee  Voucher Lebih Murah Lagi Mantap banget kan Makin lengkap karena ada BIG BRAND RUSH HOUR dengan Storewide Diskon sd 90 Jangan sampai lewatkan PROMO EKSTRA ini dan untuk informasi lebih lanjut cek di sini  shopeecoidbigramadanekstrasale  TAP 2X kalau kamu masih semangat belanja HARI INI ShopeeID ShopeeBigRamadanSale,https://www.instagram.com/p/COekN5SpXGM,5013,120,Others
8,5,5,2021,shopee_id,Hai Sobat Shopee Siapa nih yang pernah berada di posisi yang sama kayak Andin Punya banyak alasan untuk pergi tapi cuma punya satu alasan untuk tinggal yaitu karena CINTA  Berarti kamu tipe yang setia banget  Pastinya kamu setuju dong sama kutipan dari Andin di atas  Yuk langsung aja TAP 2X kalau kamu setuju banget dan tag satu teman kamu ya  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COeTxa7JlP3,26254,489,Others
8,5,5,2021,shopee_id, PROMO PUNCAK HARI INI   Hai Sobat Shopee PROMO PUNCAK Shopee Big Ramadan Ekstra Sale RESMI DIMULAI Khusus hari ini kamu bisa belanja sepuasnya dan nikmati banyak promo EKSTRA dari Shopee Mulai dari Murah Lebay 4X Ekstra Voucher GRATIS ONGKIR Rp0 Semua Pembayaran FLASH SALE SERBA SERIBU hingga Ingkatkan Diskon Best Deals  Langsung aja belanja dan nikmati promonya di sini  shopeecoidbigramadanekstrasale  Komen  kalau kamu mau dapetin promo tambahan hari ini ShopeeID ShopeeBigRamadanSale,https://www.instagram.com/p/COeN0k1pi_e,7361,454,Others
17,4,5,2021,shopee_id, SHOPEE BEDUG HARI 7   Sobat Shopee sekarang saatnya untuk ShopeeBedug alias Shopee Berbagi Emas Dan Uang  Shopee yakin banget kamu pasti mau dong dapetin hadiah Uang Tunai langsung dari Shopee  Yuk langsung aja ikutan kuis ini dengan menjawab pertanyaan di atas Gampang banget dong  Jangan lupa juga ya untuk memenuhi beberapa syarat sebagai berikut 1 FOLLOW Instagram shopee_id 2 LIKE postingan ini 3 Tulis jawaban kamu di kolom komentar 4 Periode ShopeeBedug berlangsung hingga 28 April  11 Mei 2021 5 Satu orang akan kami pilih secara acak untuk menjadi pemenang dan memenangkan Uang Tunai senilai 700RB 6 ShopeeBedug akan diumumkan pada tanggal 16 Mei 2021  Yuk langsung aja tulis jawaban kamu di kolom komentar  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COcndCEpuXe,22397,20507,Others
16,4,5,2021,shopee_id, PROMO SPESIAL HARI INI   Sobat Shopee HARI INI di ShopeeBigRamadanSale kamu bisa belanja dan dapetin berbagai macam PROMO spesial lho  Seperti DISKON hingga Rp150000 dengan kartu debit  kredit BNI DISKON Rp150000 dari Bank Danamon serta DISKON hingga Rp175000 dengan kartu kredit  debit Mandiri Mantap banget kan Yuk langsung aja mulai belanja di sini  shopeecoidmbigramadansale  Komen SIAP kalau kamu udah gak sabar untuk belanja pakai PROMO spesial dari Shopee ShopeeID,https://www.instagram.com/p/COcf4fNpnke,6009,411,Others
15,4,5,2021,shopee_id,Sobat Shopee Wah siapa nih yang mau kalau bisa dapet THR langsung dari Shopee  Pasti mau dong Shopee punya pilihan THR nih buat kamu Nah kamu mau pilih dapet THR yang mana UANG atau EMAS Yuk yang mau langsung aja TAP 2X dan tulis pilihan kamu di kolom komentar Siapsiap dapat THR dari Shopee ya  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COccuAGhR-W,41043,21182,Others
14,4,5,2021,shopee_id,Yuhuu Sobat Shopee Berikut ini adalah salah satu Sobat Shopee yang berhasil mendapatkan IPAD PRO dengan harga Rp1000 di FLASH SALE Serba Seribu  Buat kamu yang belum beruntung jangan bersedih Karena kamu masih bisa belanja di FLASH SALE Serba Seribu dan dapatkan produk icaranmu  Yuk tulis di kolom komentar produk impianmu yang mau kamu dapatkan dengan harga SERIBU aja ShopeeID,https://www.instagram.com/p/COcXfJpBbyl,8373,486,Others
13,4,5,2021,shopee_id,Yuhuu Sobat Shopee Walaupun puasa tapi tetap semangat dong harus  Oh iya Shopee punya macammacam pilihan takjil berdasarkan bulan lahir nih Kamu lahirnya bulan apa sih  Yuk kalau gitu langsung aja TAP 2X dan tulis takjil apa yang kamu dapatkan di kolom komentar ya  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COcOgPdhjTR,9010,1300,Others
13,4,5,2021,shopee_id, NANTIKAN PROMO PUNCAK BESOK   Yuhuu Sobat Shopee Jangan lewatkan PROMO PUNCAK 5 MEI Shopee Big Ramadan Ekstra Sale mulai pukul 0000 WIB  Kamu bisa nikmati belanja di FLASH SALE Serba Seribu MALAM INI pukul 0000  0200 WIB serta dapatkan Ekstra 20 Voucher Gratis Ongkir Rp0 dan EKSTRA DISKON 55   Makin lengkap karena kamu juga bisa nikmati Voucher Countdown 3 Jam menuju PROMO PUNCAK lho Informasi lebih lanjut cek di sini  shopeecoidmbigramadansaleteaser5  Komen SIAP buat kamu yang udah siap belanja dan nikmati promo menarik ShopeeID,https://www.instagram.com/p/COcLEtOBJGv,9321,749,Others
12,4,5,2021,shopee_id,Hai Sobat Shopee Lagi pada ngapain nih Biar gak bosen main tebak kata yuk bareng Shopee  Kirakira kamu bisa ga ya Pasti bisa dong Coba deh kamu lihat gambar di atas kirakira kata apa sih yang terbentuk  Gambang kan Yang udah tau langsung aja TAP 2X dan tulis jawaban kamu di kolom komentar Yang jawabannya benar bisa dapet hadiah lho dari Shopee  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COcEKI5h_r3,20686,8949,Others
11,4,5,2021,shopee_id,Sobat Shopee jangan lewatkan untuk belanja di Shopee Big Ramadan Ekstra Sale Midnight Sale MALAM INI  Mulai pukul 0000  0200 WIB kamu bisa belanja sepuasnya dan nikmatin promo EKSTRA Seperti Ekstra Voucher Gratis Ongkir Rp0 Voucher Diskon sd 100RB hingga FLASH SALE Serba Seribu  Informasi lebih lanjut cek di sini  shopeecoidbigramadanekstrasale  Komen SIAP buat kamu yang udah siap belanja dan nikmatin banyak promo EKSTRA ShopeeID ShopeeBigRamadanSale,https://www.instagram.com/p/COb_SYFB_Pp,3805,171,Others
10,4,5,2021,shopee_id,Sobat Shopee Kata Mas Al jadi lakilaki itu gak perlu pake gombalan buat ungkapin cinta yang penting itu dari tindakannya  Idaman banget ya bikin baper aja Gimana nih pastinya kamu setuju banget dong sama kutipan dari Mas Al di atas   Yuk TAP 2X dan tag satu teman kamu kalau kamu setuju banget  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COb5hYYhWjU,60546,268,Others
9,4,5,2021,shopee_id, ELEKTRONIK DAY   Yuhuu Sobat Shopee HARI INI di ShopeeBigRamadanSale ada Elektronik Day Kamu bisa belanja semua produk elektronik incaranmu dan dapatkan DISKON hingga 90 Bukan hanya itu kamu juga bisa nikmati promo menarik lainnya lho Mulai dari Goyang Berkah 10M Murah Lebay hingga COD Gratis Ongkir Rp0  Buruan belanja dan nikmati promonya di sini  shopeecoidbigramadansale  TAP 2X kalau kamu udah siap belanja HARI INI ShopeeID,https://www.instagram.com/p/CObvqyKJcyN,4206,98,Others
7,4,5,2021,shopee_id,Jarak bukan lagi penghalang dan tidak bertemu bukan berarti tidak sayang  Percayakan kami antar bukti sayangmu Teruskan silaturahmi dengan ShopeePilihLokal produk kebanggaan Indonesia untuk kebaikan semua  Cek selengkapnya disini httpsshopeecoidmshopeepilihlokal   BanggaBuatanIndonesia HBBI HariBanggaBuatanIndonesia 0505 GratisOngkosKirim GratisOngkir PejuangUMKM BelanjaUntukNegeri GratisOngkirNasional,https://www.instagram.com/p/CObnHeaJg_c,3836,91,Others
18,3,5,2021,shopee_id,Bersama ShopeePilihLokal jarak tak lagi jadi penghalang Nantikan 5 Mei bersama kita Rayakan Hari Bangga Buatan Indonesia Sejauh apapun terpisahkan jarak silaturahmi di antara kita tak mungkin hilang   ShopeePilihLokal Bantu sambung silaturahmi dengan berbagai produk kebanggaan Indonesia Di Shopee semua pasti ada  BanggaBuatanIndonesia HBBI HariBanggaBuatanIndonesia 0505 GratisOngkosKirim GratisOngkir PejuangUMKM BelanjaUntukNegeri GratisOngkirNasional,https://www.instagram.com/p/COaMnCxpraF,3890,231,Others
16,3,5,2021,shopee_id, KUIS SPESIAL DARI WIPROUNZA   Sobat Shopee sekarang saatnya untuk KuHePee alias Kuis Heboh Shopee bareng WiproUnza  Shopee yakin banget kamu pasti mau dong dapetin handphone GRATIS  Yuk langsung aja ikutan kuis ini dengan menemukan potongan puzzle yang tepat Gampang banget dong  Jangan lupa juga ya untuk memenuhi beberapa syarat sebagai berikut 1 FOLLOW Instagram shopee_id 2 LIKE postingan ini 3 Tulis jawaban kamu di kolom komentar 4 Periode giveaway berlangsung hingga 5 Mei 2021  5 Satu orang akan dipilih secara acak untuk menjadi pemenang dan memenangkan Changhong 32 Inch LED TV 6 KuHePee akan diumumkan pada tanggal 9 Mei 2021  Yuk langsung jawab aja di kolom komentar Jangan lewatkan juga PROMO dari WiproUnza  Beli semua produk WiproUnza dan nikmati DISKON sd 70  Semua di bawah 50RB Yuk langsung aja jawab sekarang juga  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COZ8yqPh1V-,16218,18876,giveaway
15,3,5,2021,shopee_id,Yuhuu Sobat Shopee Mas Al  Andin aja udah belanja pakai Shopee COD nih  Saatnya kamu untuk belanja dengan Shopee COD juga Karena pilihan yang tepat bisa bayar ditempat dijamin aman dan juga pastinya GRATIS ONGKIR Tunggu apa lagi Yuk langsung aja belanja di sini  shopeecoidmbigramadansale  TAP 2X kalau kamu mau dapetin promo tambahan ShopeeID,https://www.instagram.com/p/COZ4C1BheR3,4942,132,Others
14,3,5,2021,shopee_id,Yuhuu Sobat Shopee Waktunya uji ketelitian  Coba kamu lihat minuman warna kuning di atas kamu bisa gak menemukan emoji apa yang tersembunyi  Hayo udah ketemu belom Gampang kan Yuk langsung aja buktiin kalo kamu hebat dan TAP 2X kalo kamu sudah menemukan emoji tersembunyinya Jangan lupa komen emojinya juga ya  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COZtLkPBzf1,30939,3580,Others
13,3,5,2021,shopee_id, ShopeeFood Ramadan Sale   Sobat Shopee Jangan lewatkan promo spesial ShopeeFood Ramadan Sale mulai 12 April  11 Mei 2021 hanya di Shopee Beli semua menu favoritmu dan nikmati banyak promo menarik Mulai dari DISKON 50 sd 35RB Buka Puasa Rp1 hingga GRATIS ONGKIR SEPUASNYA Buruan nikmati promonya di sini  shopeecoidshopeefood  TAP 2X kalau kamu mau promo tambahan dari Shopee ShopeeID ShopeeFood,https://www.instagram.com/p/COZmVjhBhCm,4761,167,Others
12,3,5,2021,shopee_id, SHOPEE BEDUG HARI 6   Sobat Shopee sekarang saatnya untuk ShopeeBedug alias Shopee Berbagi Emas Dan Uang  Shopee yakin banget kamu pasti mau dong dapetin hadiah Uang Tunai langsung dari Shopee  Yuk langsung aja ikutan kuis ini dengan menjawab pertanyaan di atas Gampang banget dong  Jangan lupa juga ya untuk memenuhi beberapa syarat sebagai berikut 1 FOLLOW Instagram shopee_id 2 LIKE postingan ini 3 Tulis jawaban kamu di kolom komentar 4 Periode ShopeeBedug berlangsung hingga 28 April  11 Mei 2021 5 Satu orang akan kami pilih secara acak untuk menjadi pemenang dan memenangkan Uang Tunai senilai 600RB 6 ShopeeBedug akan diumumkan pada tanggal 16 Mei 2021  Yuk langsung aja tulis jawaban kamu di kolom komentar  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COZhfc0htEO,18850,17533,Others
11,3,5,2021,shopee_id, PROMO PUNCAK 2 HARI LAGI   Yuhuu Sobat Shopee Nantikan PROMO PUNCAK 5 MEI Shopee Big Ramadan Ekatra Sale mulai pukul 0000 WIB spesial untukmu Belanja sepuasnya dan nikmati EKSTRA Voucher DISKON 55 INGATKAN DISKON hingga Big Brand Rush Hour dari banyak brand ternama Catat tanggalnya biar gak ketinggalan promo EKSTRA ini Informasi lebih lanjut cek di sini  shopeecoidmbigramadansaleteaser5   Mention 1 teman kamu agar tau promo super ini ShopeeID ShopeeBigRamadanSale,https://www.instagram.com/p/COZa5-qh0Cr,5460,162,Others
10,3,5,2021,shopee_id,Sobat Shopee Siapa nih yang mau dapet THR  Tenang Shopee udah siapin orangorang terdekat yang siap jadi sumber THR kamu berdasarkan angka LIKE terakhir Wah kirakira siapa ya yang jadi sumber THR kamu dari tiga pilihan di atas  Yuk kalau gitu langsung aja TAP 2X dan lihat angka LIKE terakhir kamu Jangan lupa juga untuk tulis siapa sumber THR kamu  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COZSpQUBund,41985,2749,Others
9,3,5,2021,shopee_id,Hai Sobat Shopee HARI INI di ShopeeBigRamadanSale ada Super Brand Day WiproUnza  Manjakan dirimu sekarang dengan beli semua produk WiproUnza dan nikmati DISKON sd 70  Semua di bawah 50RB Makin mantap jika kamu belanja min 30RB kamu bisa dapetin HADIAH MENARIK GRATIS lho  Geser ke kiri untuk informasi lebih lanjut atau cek di sini  shopeecoidmsuperbrandday  Komen  kalau kamu udah siap belanja HARI INI ShopeeID,https://www.instagram.com/p/COZLnAXhe-p,4577,130,Others
15,2,5,2021,shopee_id,Yuhuu Sobat Shopee Ini yang paling ditunggutunggu Pengumuman pemenang mingguan KuHePee   Berikut nama pemenang dan hadiahnya  1 26 April HITUNG ES BUAH DI MEJA Hadiah Xiaomi Redmi 9C rizkywahyudi_01  2 27 April KOMEN MAU  MENANGKAN  Hadiah Oppo A74 5G dhewieeemamafathi  3 28 April LENGKAPI KATA  Hadiah Infinix Hot 10 deswati_tambunan  Pemenang Kompetisi GoyangShopeeBerkah10M minggu ke4  Facebook yulianisagala7  Untuk para pemenang akan kami hubungi segera Kami tunggu data kamu paling lambat 9 Mei ya Terima kasih untuk semua yang udah berpartisipasi Buat kamu yang belum beruntung jangan sedih karena masih banyak hadiah menarik yang menunggu kamu ShopeeID,https://www.instagram.com/p/COXPQzIh8n1,8363,509,Others
14,2,5,2021,shopee_id, SHOPEE BEDUG HARI 5   Sobat Shopee sekarang saatnya untuk ShopeeBedug alias Shopee Berbagi Emas Dan Uang  Shopee yakin banget kamu pasti mau dong dapetin hadiah Uang Tunai langsung dari Shopee  Yuk langsung aja ikutan kuis ini dengan menjawab pertanyaan di atas Gampang banget dong  Jangan lupa juga ya untuk memenuhi beberapa syarat sebagai berikut 1 FOLLOW Instagram shopee_id 2 LIKE postingan ini 3 Tulis jawaban kamu di kolom komentar 4 Periode ShopeeBedug berlangsung hingga 28 April  11 Mei 2021 5 Satu orang akan kami pilih secara acak untuk menjadi pemenang dan memenangkan Uang Tunai senilai 500RB 6 ShopeeBedug akan diumumkan pada tanggal 16 Mei 2021  Yuk langsung aja tulis jawaban kamu di kolom komentar  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COXIUGxBdVi,21063,21198,Others
13,2,5,2021,shopee_id,Sobat Shopee ada yang baru nih Mulai tanggal 22 April  6 Mei 2021 kamu bisa mainkan Shopee Lucky Prize setiap hari dan menangkan Mobil serta hadiah ratusan juta di Shopee Kejutan THR Ramadan  Yuk langsung aja kumpulkan Golden Ticket sebanyakbanyaknya Jangan sampai ketinggalan kesempatan menarik ini Untuk informasi lebih lanjut cek di sini  shopeecoidDailyPrize   TAP 2X kalau kamu mau dapetin banyak golden ticket hari ini ShopeeID,https://www.instagram.com/p/COXBhCShI0G,5394,417,Others
12,2,5,2021,shopee_id,Hai Sobat Shopee  Buat kamu yang hobi koleksi sneakers MERAPAT Soalnya shopeeformen punya produk sneakers keren buat kamu Gimana nih menurut kamu sepatu Air Jordan 1 Low Paint Splatter Brushstroke di atas keren banget kan Yang setuju langsung aja TAP 2X dan komen MAU ya   Yuk langsung aja FOLLOW Instagram shopeeformen ya buat kamu yang cari informasi seputar hobi fashion dan kebutuhan pria  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COW6-IspZOK,6360,1001,Others
11,2,5,2021,shopee_id,3 HARI LAGI MENUJU PROMO PUNCAK BIG RAMADAN EKSTRA SALE   Yuhuu Sobat Shopee Jangan lewatkan kemeriahan Promo Puncak Shopee Big Ramadan Ekstra Sale tanggal 5 Mei hanya di Shopee  Kamu bisa mulai klaim promo ekstra nya loh seperti Ekstra 20 Gratis Ongkir RP0  Ekstra Voucher Diskon 55  Jangan ketinggalan juga Flash Sale Serba Seribu ada iPhone 12 loh Mantap banget kan jangan lupa untuk klaim SEKARANG JUGA  Yuk tunggu apa lagi Cek info lengkapnya di sini  shopeecoidbigramadanekstrasale  TAP 2X kalau kamu mau dapetin iPhone 12  ShopeeID ShopeeBigRamadanSale,https://www.instagram.com/p/COW01XepZqp,8166,286,Others
10,2,5,2021,shopee_id,Yuhuu Sobat Shopee Liat deh asik banget ya Choki lagi fotofoto tuh  Oh iya kamu tau gak kirakira Choki lagi di mana ya Pasti tau dong Itu lho daerah yang terkenal dengan pantaipantainya  Yuk kalau gitu langsung aja TAP 2X dan tulis jawaban kamu di kolom komentar ya Yang jawabannya benar tunggu kejutan dari Shopee ya  ShopeeID ShopeeDariRumah,https://www.instagram.com/p/COWuJaSpisv,16616,5894,Others
